date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:52:34	49472/49472	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:33%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=SEO%20-%20Search%20Engine%20Optimization&request=get_a_quote	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index57f7.html	(from https://www.Mofritech.co.ke/our-services/seo-search-engine-optimization/)
18:52:36	156751/156751	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Dec%202022%2007:41:58%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/our-products.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/our-products.jpg	(from https://www.Mofritech.co.ke/portfolio/)
18:52:36	156021/156021	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Jun%202023%2007:30:24%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/clients.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/clients.jpg	(from https://www.Mofritech.co.ke/portfolio/clients/)
18:52:36	156021/156021	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Jun%202023%2007:29:49%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/case-studies.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/case-studies.jpg	(from https://www.Mofritech.co.ke/portfolio/case-studies/)
18:52:36	156751/156751	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Dec%202022%2007:42:48%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/media.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/media.jpg	(from https://www.Mofritech.co.ke/media/)
18:52:37	19403/19403	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20May%202020%2016:47:22%20GMT	https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.css	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.css	(from https://www.Mofritech.co.ke/contact-us/)
18:52:37	156751/156751	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Dec%202022%2007:43:04%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/blog.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/blog.jpg	(from https://www.Mofritech.co.ke/media/blog/)
18:52:38	19157/19157	---M-Z	200	added ('OK')	text/css	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/css/intlTelInput.min.css	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/css/intlTelInput.min.css	(from https://www.Mofritech.co.ke/contact-us/)
18:52:38	156751/156751	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Dec%202022%2007:43:46%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/videos.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/videos.jpg	(from https://www.Mofritech.co.ke/media/videos/)
18:52:38	6454/6454	---M-Z	200	added ('OK')	text/css	date:Fri,%2008%20Dec%202017%2003:04:28%20GMT	https://www.Mofritech.co.ke/assets/node_modules/toastr/build/toastr.min.css	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/toastr/build/toastr.min.css	(from https://www.Mofritech.co.ke/contact-us/)
18:52:38	53644/53644	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/bootstrap-select/dist/js/bootstrap-select.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://www.Mofritech.co.ke/contact-us/)
18:52:39	120579/120579	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Oct%202018%2013:58:04%20GMT	https://www.Mofritech.co.ke/assets/node_modules/formvalidation/dist/js/formValidation.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/formvalidation/dist/js/formValidation.min.js	(from https://www.Mofritech.co.ke/contact-us/)
18:52:40	3254/3254	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Jul%202016%2008:14:54%20GMT	https://www.Mofritech.co.ke/assets/node_modules/formvalidation/dist/js/framework/bootstrap.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/formvalidation/dist/js/framework/bootstrap.min.js	(from https://www.Mofritech.co.ke/contact-us/)
18:52:40	28980/28980	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/js/intlTelInput-jquery.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/js/intlTelInput-jquery.min.js	(from https://www.Mofritech.co.ke/contact-us/)
18:52:41	151398/151398	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2020%20May%202020%2016:47:22%20GMT	https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.js	(from https://www.Mofritech.co.ke/contact-us/)
18:52:41	15610/15610	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/bootbox/dist/bootbox.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/bootbox/dist/bootbox.min.js	(from https://www.Mofritech.co.ke/contact-us/)
18:52:41	3132/3132	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/bootbox/dist/bootbox.locales.min.js	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/bootbox/dist/bootbox.locales.min.js	(from https://www.Mofritech.co.ke/contact-us/)
18:52:45	904/904	---MC-	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2015:52:41%20GMT	https://www.google.com/recaptcha/api.js?onload=recaptcha&render=explicit	C:/Users/James/Downloads/Mofritech/www.google.com/recaptcha/api0b92.js	(from https://www.Mofritech.co.ke/contact-us/)
18:52:45	41920/41920	---M--	200	added ('OK')	image/webp	date:Thu,%2029%20Jun%202023%2009:17:45%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/case-studies/nesta-united-transporters-crm.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/case-studies/nesta-united-transporters-crm.webp	(from https://www.Mofritech.co.ke/portfolio/case-studies/nesta-united-transporters-crm/)
18:52:45	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jan%202024%2015:52:45%20GMT	https://www.Mofritech.co.ke/case-studies	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/case-studies	(from https://www.Mofritech.co.ke/portfolio/case-studies/nesta-united-transporters-crm/)
18:52:46	40024/40024	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:45%20GMT	https://www.Mofritech.co.ke/case-studies/	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/case-studies/index.html	(from https://www.Mofritech.co.ke/portfolio/case-studies/nesta-united-transporters-crm/)
18:52:47	55512/55512	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jun%202023%2012:41:48%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/case-studies/bushblazers-website-crm.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/case-studies/bushblazers-website-crm.webp	(from https://www.Mofritech.co.ke/portfolio/case-studies/bushblazers-website-crm/)
18:52:47	49467/49467	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:45%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Nesta%20United%20Transporters%20CRM&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/indexb6ff.html	(from https://www.Mofritech.co.ke/portfolio/case-studies/nesta-united-transporters-crm/)
18:52:48	49449/49449	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:47%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=BushBlazers%20Website%20&%20CRM&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index49a8.html	(from https://www.Mofritech.co.ke/portfolio/case-studies/bushblazers-website-crm/)
18:52:48	79932/79932	---M--	200	added ('OK')	image/webp	date:Fri,%2009%20Jun%202023%2008:20:32%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/case-studies/karunguru-coffee-website-crm.webp	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/case-studies/karunguru-coffee-website-crm.webp	(from https://www.Mofritech.co.ke/portfolio/case-studies/karunguru-coffee-website-crm/)
18:52:49	49459/49459	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:48%20GMT	https://www.Mofritech.co.ke/contact-us/?subject=Karunguru%20Coffee%20Website%20&%20CRM&request=learn_more	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/contact-us/index48be.html	(from https://www.Mofritech.co.ke/portfolio/case-studies/karunguru-coffee-website-crm/)
18:52:49	156021/156021	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Mar%202023%2007:45:34%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/privacy-policy.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/privacy-policy.jpg	(from https://www.Mofritech.co.ke/privacy-policy/)
18:52:50	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jan%202024%2015:52:49%20GMT	https://www.Mofritech.co.ke/blog	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/blog	(from https://www.Mofritech.co.ke/media/blog/what-is-a-church-management-system/)
18:52:51	40124/40124	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Mar%202023%2010:37:12%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/what-is-a-church-management-system.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/what-is-a-church-management-system.jpg	(from https://www.Mofritech.co.ke/media/blog/what-is-a-church-management-system/)
18:52:51	39668/39668	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2015:52:50%20GMT	https://www.Mofritech.co.ke/blog/	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/blog/index.html	(from https://www.Mofritech.co.ke/media/blog/what-is-a-church-management-system/)
18:52:51	59802/59802	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2008:15:17%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/what-is-a-crm.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/what-is-a-crm.jpg	(from https://www.Mofritech.co.ke/media/blog/what-is-a-crm/)
18:52:52	75185/75185	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Mar%202023%2015:12:03%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/benefits-of-a-church-management-system.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/benefits-of-a-church-management-system.jpg	(from https://www.Mofritech.co.ke/media/blog/benefits-of-a-church-management-system/)
18:52:55	80599/80599	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202023%2006:46:32%20GMT	https://www.Mofritech.co.ke/uploads/img/pages/benefits-of-a-crm.jpg	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/uploads/img/pages/benefits-of-a-crm.jpg	(from https://www.Mofritech.co.ke/media/blog/benefits-of-a-crm/)
18:53:01	12072/12072	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2020%20May%202020%2016:47:22%20GMT	https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.eot?	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernoted41d.eot	(from https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.css)
18:53:02	12072/12072	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2020%20May%202020%2016:47:22%20GMT	https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.eot	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.eot	(from https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.css)
18:53:02	6156/6156	---M--	200	added ('OK')	font/woff2	date:Wed,%2020%20May%202020%2016:47:22%20GMT	https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.woff2	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.woff2	(from https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.css)
18:53:03	7428/7428	---M--	200	added ('OK')	font/woff	date:Wed,%2020%20May%202020%2016:47:22%20GMT	https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.woff	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.woff	(from https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.css)
18:53:03	11896/11896	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2020%20May%202020%2016:47:22%20GMT	https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.ttf	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/summernote/dist/font/summernote.ttf	(from https://www.Mofritech.co.ke/assets/node_modules/summernote/dist/summernote-bs4.min.css)
18:53:07	70857/70857	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/img/flags.png	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/img/flags.png	(from https://www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/css/intlTelInput.min.css)
18:53:08	174369/174369	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/img/flags@2x.png	C:/Users/James/Downloads/Mofritech/www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/img/flags@2x.png	(from https://www.Mofritech.co.ke/assets/node_modules/intl-tel-input/build/css/intlTelInput.min.css)
